date,content
2021-10-21 04:50:01+00:00,"@lkknodelduren Yes! And Trump will be back.  Those were his last words.  God is going to vindicate him for all the lying and dirt that was done against him.  #Watch &amp; #Pray 

#news #twitterblades
#Twitter #climatechange
 #Trending #BreakingNews 
#BREAKING #trend #law
#TrendingNow #coronavirus"
2021-10-21 04:45:30+00:00,"@Hrothgar_mp The KABAAL/Illuminati: Liberals have endless connections including blackmail &amp; lots of money to pull the strings of puppets. The same way JB won the election! 

#news #twitterblades
#Twitter #climatechange
 #Trending #BreakingNews 
#BREAKING #trend #law
#TrendingNow #coronavirus"
2021-10-21 02:57:07+00:00,"@leslibless @Conserv30187675 The KABAAL/Illuminati: Liberals have endless connections including blackmail &amp; lots of money to pull the strings of puppets. The same way JB won the election! 

#news #twitterblades
#Twitter #climatechange
 #Trending #BreakingNews 
#BREAKING #trend #law
#TrendingNow #coronavirus"
2021-10-21 02:12:44+00:00,"😂  Check This Out
Patriots!!!  

#news #twitterblades
#Twitter #EmptyShelvesJoe
 #Trending #BreakingNews 
#BREAKING #trend
#TrendingNow #coronavirus
#climatechange #climate 
#RETWEEET https://t.co/xJc2kPqktP"
2021-10-21 00:32:41+00:00,"😈 AMERICA HAS
FORSAKEN GOD &amp;
THE BIBLE!!.. MORE 
PROOF...

#news #BreakingNews
#BREAKING #Trending
#trend #TrendingNow
#CaliforniaLove #Twitter #EmptyShelvesJoe 
#LosAngeles #climatechange
#coronavirus #climate
#vaccination #Tweet
#tweeter #crime #BidenIsAFailure
#transwoman https://t.co/qGUVG5rg4N"
2021-10-21 00:21:18+00:00,"🐍 No 
Mandatory Snake
Bite!!!

#news #BreakingNews
#BREAKING #Trending
#trend #TrendingNow
#CaliforniaLove #Twitter #EmptyShelvesJoe 
#LosAngeles #climatechange
#coronavirus #climate
#vaccination #Tweet
#tweeter #Food #shortages
#crime #BidenIsAFailure
#SupplyChainCrisis https://t.co/2GNi4QkEpH"
2021-10-20 01:52:36+00:00,"@BruceinSeattle @azsweetheart013 @KellyannePolls Bruce, I understand supply chain and CPG. Please let me know, other than soda and canned goods (for which there is tetra-pak alternative), which grocery packaging uses aluminum. Worry more about climate change screwing the food supply!!!"
2021-10-19 21:26:19+00:00,"Hi @TheEnergyGang would paying off @Sen_JoeManchin at any price represent a cheap investment towards tackling climate change? Pay every coal miner a pension for life, it’s cheaper than 3 degrees rise in global temps?"
2021-10-18 18:59:01+00:00,"If only hubris could power our society, we’d have climate change sorted."
2021-10-18 16:44:34+00:00,So great to be participating in  #MilkenGlobalConference representing @concernwwus and hearing Concern global CEO Dominic MacSorley speak on #climatechange and its effects on the most vulnerable - esp women &amp; children. #MIGlobal https://t.co/v9Mo16jM6A
2021-10-17 18:23:08+00:00,"@StephenRutkoski @Sen_JoeManchin @WVGovernor 3.5 trillion for universal preK, lower childcare costs, better paid leave, investing in climate change, loads of infrastructure &amp; giving kids w/ low income parents monthly $$… you consider that a “slush fund”?? SHAME ON YOU."
2021-10-16 19:55:32+00:00,"So Manchin and Democrats think they can just kick Climate Change down the road to deal with later?
They're ignoring what's happening before their eyes and no money will stop it😡"
2021-10-16 02:21:36+00:00,"Joe Manchin is intent on killing Biden’s climate change program. 

Kyrsten Sinema is against the lowering of prescription drug costs. 

With friends like these...."
2021-10-15 18:46:37+00:00,"Isn't it strange how all these environmental and climate change people never blame China? Why don't they go over there and protest? 

https://t.co/UP7NiagOKg."
2021-10-15 17:39:40+00:00,"To ensure healthy and sustainable futures for everyone, the purpose of Environmental Education in society is to equip children with the attitudes, values, knowledge, and skills to change current patterns of action and rethink current practices. #environmentaleducation #climate https://t.co/V2ROzDCBdN"
2021-10-15 01:00:32+00:00,"@NeoPharmaco taking #hemp to #Moon on #SpaceX - Q4 2022 considered by my @LadyRocketSpace Foundation,will be discussed at #Glasgow conference as my quest to use Space to revolutionize #climate change fight,call attention to #hemp as a miracle plant to help #Earth,#NFT #hemp on https://t.co/yZ7le7giIq"
2021-10-14 19:12:17+00:00,You can’t protect them from racism you can’t protect them from sexism or climate change but there’s MEDICINE READILY AVAILABLE and you think it’s a matter of politics over whether or not you should take it ? You don’t care about your children and they should be taken away from U
2021-10-14 08:00:36+00:00,2nd segment on climate change absolutely devastating 😢😢🙏🏿🙏🏿#VICENewsTonight
2021-10-13 04:23:38+00:00,@thomasholleran @badabing1960 @Rowdygirlinmt @PatriciaKellogg @TheTobster111 @MNLakesGirl @terrysuesweeten @iambadal @previouslife17 @obx_lisa @KildayMorgan @myWitsEnnd @Pleightx @TomMcD15 @RealTwitish @mammaTam55 @jaggerbuddha @Kaiya1212 @CapanoStina @rajak101210 @i_gvf @ReesusP @hey_ray42 @pgmckim @EnseySherwood @baddonaldbad @mys_terry27 @WorldwoutTrump @makadaw @DoctorRobin @aktrwiz @rscook @JanetMamajo4 @Dewrob2 @sunflower2499 @catcatdean @455arf @JasonPryce4Real @dawn_shelli @NelleBelle1967 @weaselx86 @AnnaMollyTX @BigTinyBird @PuffDomino @gary_kline @hokiebrat I just want them to hurry. We truly have more important issues before us. We need to end this division so we can focus on the very real environmental problems. There is going to be more displaced people’s by climate change. We don’t have time for this BS anymore.
2021-10-11 19:26:09+00:00,That’s on climate change PERIOD! #VolcanoBarnacle https://t.co/2DeIjsVDhn
2021-10-11 05:28:30+00:00,@s0larbody I'm not going to weigh in on that because fighting climate change and also opposing China are not mutually exclusive.
2021-10-11 05:23:40+00:00,"@s0larbody China is a big part of the reason we're not going to stop the climate change catastrophe in time. Also, People's Republic of China world hegemony is not to be accepted under literally any circumstances. The United States must defend Taiwan if it ever comes down to that."
2021-10-11 05:15:54+00:00,"CLIMATE CHANGE NEWTONS LAW KILLING  OFF Native American people True inviromentalist, Harrasing People  Living  of the  Grid,  Turtle Island Pioneer Spirit. NOW Crying AND Satan's Secularism Con-tinues. PLANE Gospel Judeo_Christian Governance only Hope https://t.co/8g9ryTPoum"
2021-10-11 05:12:33+00:00,@s0larbody @nominalthoughts We must oppose the People's Republic of China. We must also fight climate change.
2021-10-11 02:02:56+00:00,"@syagru1s @omfgchocotaco @cw4emeryville @DSA_LosAngeles @DemSocialists we will all suffer and die in climate change if our society doesn't change drastically. it's either going to happen, or it's not. one way we live, the other we die. it's not a choice that any one individual can make or influence."
2021-10-10 20:05:17+00:00,"@jamesblake + @MetroBoomin is a duo that could probably save us from climate change, end world hunger, and eradicate Covid-19. Plz never stop making music together."
2021-10-09 17:06:40+00:00,The amount of parents against vaccines who are also against climate change are killing their kids twice
2021-10-09 08:56:18+00:00,the earth is literally dimming because it's getting so hot and people still wanna ignore climate change https://t.co/A1nAkMfaA0
2021-10-09 05:58:14+00:00,@COSMIK1312 @pinksolarpunk Being Deceived in to a Hell of a Future  Eternal  Climate change? 1 CORINTHIANS 6:9-10
2021-10-08 00:19:12+00:00,"We must be bold on climate change.

We need a community led, massive scale mobilization to stop the climate crisis, achieve environmental sustainability, and create millions of high paying, union jobs within this decade.

We need a #GreenNewDeal"
2021-10-07 16:48:52+00:00,Look at any reasonably ambitious climate change agenda. There is no way it will get done if every project has to run that gauntlet. It is a system that cannot distinguish between building a coal power plant and a solar power plant or a lead mine and cleaning up lead pollution.
2021-10-07 14:03:03+00:00,"Glaciers are melting fast! Climate change has done it, and we're to late to save the planet! It's already set in motion and it's out of our control now!
Now what?
@ClimateEnvoy @ABCNewsLive @CNNOpinion @NorahODonnell @CBSMornings @NBCNightlyNews @TheLeadCNN @POTUS"
2021-10-07 04:22:29+00:00,So interesting. #climatechange https://t.co/nsB4qry79B
2021-10-07 04:19:17+00:00,"@SenWhitehouse Not buying it.  No one important is in jail for the insurrection.  Nothing significant has been done in Congress with respect to climate change.  Voting rights are at stake, and Democrats can't get that straightened out.   The whole lot of you appear to be all talk and no action"
2021-10-06 09:15:42+00:00,"Climate Change Is Melting Russia’s Permafrost—and Challenging Its Oil Economy

https://t.co/6J1g2aOtmB @ Manhattan Beach, California https://t.co/hJTRIzCUsz"
2021-10-06 05:42:28+00:00,@ThatEricAlper What needs to happen to save Earth from human-caused climate change.
2021-10-05 06:44:31+00:00,"If you think the 21st century is shit now, I hope you realize that this is only the beginning of the suck. Climate change, populism, violent extremism, and dangerous brinkspanship will probably kill most of us before 2100."
2021-10-05 05:01:46+00:00,This is the rain our city needed!! So happy it’s raining and thundering! I hope we can turn things around with this drought by reversing climate change. Does anyone know if this is a record rainfall? #la #rain #weather #climatechange
2021-10-05 03:52:00+00:00,"AND @Sen_JoeManchin balks at climate change measures in the bill, calling them “very, very, disturbing.” Ya know what else is disturbing Joe Mama? Fires in the west, damaging hurricanes &amp; flooding in the south and East, and a nation whose air is impacting the health of Americans."
2021-10-05 03:51:59+00:00,"Manchin isn’t a moderate. He’s a self-serving politician who puts himself before his constituents and the country. “Manchin's Coal Haul Tops $5 Million:
@Sen_JoeManchin Blocking Biden Bill Addressing Climate Change Made Millions From HIS OWN Coal Company” https://t.co/fof0jIFsNq"
2021-10-05 02:36:25+00:00,"@s0larbody @RedCharlotte_ @ShinjiTheCuban I think the biggest threats to American democracy are the Senate, the Supreme Court, the GOP, and climate change."
2021-10-04 23:43:36+00:00,"A great country should transition to renewable green energy
FIGHT CLIMATE CHANGE

Michael Mann: 'We have to transition away from fossil fuels towards renewable energy'

https://t.co/JsS9VGdCpg"
2021-10-04 23:40:47+00:00,80 degrees and pouring in Los Angeles?  Sure. That’s normal. #climatechange
2021-10-04 21:44:27+00:00,Instagram and Facebook are down! Time to convince your parents that climate change is real and mask mandates aren’t “the first step of communism!” Like Randy Quaid flying into the Independence Day spaceship you MUST take advantage of this momentary lapse in their defense system!
2021-10-04 21:34:01+00:00,Climate Change is not a maybe https://t.co/T2LUz9KMr0
2021-10-04 20:57:27+00:00,"I’m hosting CM @JErickson85 from the @WeHoCity to talk about Local Government Action on Climate Change. Join us at 3 pm. #ClimateActionNow 

 https://t.co/deFXq6tmTc"
2021-10-04 20:42:53+00:00,Not true...climate change activist Greta sundberg disagrees vehemently...@Blah_Blah_blah¿! https://t.co/3so0fRFHkO
2021-10-04 01:57:59+00:00,"We must #BuildBackBetter! #Dems continue negotiating for:
✅Climate change provisions;
✅Extended child tax credits;
✅Child care programs;
✅Free community college;
✅Medicare expansion;
✅Paid family leave;
✅Universal Pre-K!
#ONEV1 #wtpBlue #DemVoice1 #BidensAgendaWorksForUS https://t.co/TobBHAmbnx"
2021-10-03 08:40:18+00:00,"Wondering how soon will we talk about #gammarays influence on #ClimateCrisis #climatechange #time4truth 
https://t.co/vdgsXbBoYC"
2021-10-03 06:35:34+00:00,"@RichardHilton1 @DarrenPlymouth @PeterSweden7 Protesting against the climate change, not the vaccine https://t.co/l37UKkq1kH"
2021-10-03 02:25:13+00:00,"""The politics against nuclear power in California are more powerful and organized than the politics in favor of a climate policy”.

Extremely disappointing. Hope the political tides change over time.

https://t.co/tI0TTRQ6Pa"
2021-10-02 20:44:39+00:00,"You can throw a zillion dollars at the climate and nothing will change because it's not about the climate, it's about the Left getting richer and more powerful, only the sheep believe their doing something. LOL. https://t.co/hqjbZ6BX43"
2021-10-02 20:09:23+00:00,"Maybe think about putting the climate change in a separate bill. Perhaps it will get better results standing alone. 
@SpeakerPelosi @POTUS @SenSchumer"
2021-10-02 18:35:18+00:00,"@KatiePhang We need to prepare for climate change and blocks in the supply chain by growing our own produce and trading with neighbors. Also raspberry in any form is disgusting, bread butts make perfectly good sandwiches, candy corn is delicious, and pineapple belongs on pizza."
2021-10-02 05:59:57+00:00,#Malibu and it’s spirit inspires to find new ways to fund and accelerate climate change fight. @CopernicSpace progress with Space based funding  and @exodusorbitals ability to help me develop my #satellite platform  Zuma to give  Malibu #fire alert and monitoring is more real now https://t.co/VK33tGZvRi
2021-10-01 23:07:45+00:00,"Watching @AbbyMartin @TheanalysisN talk with utter seriousness about why the rich won’t do anything about climate change, as the planet can go kaput soon. And it’s obvious, they’re planning on leaving the earth, it sounds crazy but it’s obvious, they’re gonna bounce yo"
2021-10-01 21:33:10+00:00,"The Lightning Talks are live. We have @MikeMendezPhD speaking about climate change, specifically wildfire impacts. And Karina Santellano @K_Santellano on Latinx entrepreneurship and José Rubio-Zepeda on COVID-19. #LUGARES21 @LatinosPlanAPA"
2021-10-01 19:49:53+00:00,A soil’s carbon is the second largest store of CO2 after the ocean. Check out our latest puppet show ‘Carbon Sinks’ on YouTube https://t.co/UsuxcFsBWS #SoilHealth #carboncapture #climatechange #puppets #educational #globalawareness #environmental https://t.co/VSSSAmm0Zy
2021-10-01 14:52:41+00:00,"@Mediaite Without them holding the rest of America back we could finally have universal health care, sensible gun laws, high speed rail, and address climate change."
2021-10-01 03:03:10+00:00,"Congress can keep those bridges and roads if it ain’t coming with investments in childcare, community college and real action on climate change https://t.co/KUxm8R1l0p"
2021-10-01 00:42:31+00:00,"Alex, reverse climate change"
2021-09-29 19:16:34+00:00,"@CopernicSpace and @LadyRocketSpace Foundation are inviting others to recognize @USGSLandsat @SLDelta30,@NASA,@ulalaunch in their contribution to Climate Change fight through the launch of #Landsat9. @CopernicSpace is addressing funding for scaling up startups using climate data https://t.co/hLEnQab2d5"
2021-09-29 18:11:30+00:00,Join us for a discussion on climate action. Please do your part to protect our future. @Educ8World #sdgs #GlobalCitizen #ClimateAction #EducationForAll #environmentalimpact #ClimateChange https://t.co/M1cofKcW9k
2021-09-29 02:45:17+00:00,"Exxon wants 24,800 oil tanker trucks R/T annually on CA 101 through the Gaviota Pass. No way. #ExxonBeGone #ClimateChange @SBSierraClub

Take Action here: https://t.co/snMgRNn6YB https://t.co/snLrivWAcg"
2021-09-28 13:14:48+00:00,"Thank you, Climate Change Deniers! https://t.co/em7yEJxlYr"
2021-09-28 05:34:44+00:00,"@EricHolthaus @currently Dear @EricHolthaus ! I would like to invite you for an interview within the “GLOBAL CRISIS. THIS ALREADY AFFECTS EVERYONE”. As a continuation of the conference, we’d like to find out more about climate change. Please, let me know if you are interested"
2021-09-27 22:10:42+00:00,@SenBillNelson @Interior @SecDebHaaland Want to express appreciation for @NASA quiet leadership in climate change fight and being the first steward of the data we need to accelerate and focus climate fight.Thanks for #landsat  #copernicspace and I want to democratize use of its data and create funding for broader use. https://t.co/gxYzZstORl
2021-09-27 18:07:09+00:00,@torybruno Congratulations on another important  @ulalaunch helping with #climatechange and lifting #Landsite 9 to track #Earth. @LadyRocketSpace Foundation and #CopernicSpace launched program and #NFTs to help Earth from #Space. Our team on site at Vandenberg Space Base to film launch https://t.co/n6bOmTrezX
2021-09-26 19:53:00+00:00,@voicesofyouth the best way to help climate change is to switch to a whole foods plant based diet (read The China Study and watch The Game Changers)
2021-09-26 17:22:47+00:00,"We need to act before it’s too late. #cop26 #climatechange @ Los Angeles, California https://t.co/EPEYqOSkUt"
2021-09-26 15:12:15+00:00,"@MollyJongFast Explain climate change, science and general decency to her also please."
2021-09-26 01:55:57+00:00,@JoeBiden Funny how it is climate change now rather then the good old global warming🤣
2021-09-25 20:12:36+00:00,"@CitizenFTW @guardianeco Do you honestly think she comprehends the complexities of climate change? Be a kid first, activist second."
2021-09-25 19:21:41+00:00,"Proud dad moment, when my 7 year old is putting ppl on game about climate change."
2021-09-25 17:36:27+00:00,"I'm very grateful to @ycstrikeLA for organizing this incredible 24 hour strike for climate justice. 

So much was exchanged throughout this experience: love, solidarity, trauma &amp; healing.

This is how we uproot the system &amp; create real change. This is how we win a #GreenNewDeal. https://t.co/mh4DdZHIG4"
2021-09-25 16:16:25+00:00,"Interesting explanation of end-Permian climate changes, among other anciet extinction events (so many early ice ages - I had no idea how many!) and the devastating ecological fallout. 

Also, all those giant bugs from the Carboniferous are super weird. https://t.co/UcSrzc0CA8"
2021-09-25 03:51:25+00:00,"@ResearchFuture2 @jackie53045186 @shelster07 Direct me to any evidence supporting your factual claim that left-wing extremists are commiting arson to influence public opinion regarding climate change. 

Or if you aren't able to do that, go ahead and block me. Your choice."
2021-09-24 18:54:57+00:00,"Let stop saying climate change is coming. It here and the climate have change. So we (humans) must do something now, not 10 years for now."
2021-09-24 15:00:27+00:00,"@BoilingCrude @ARabbitHole @CALFIRENEU @CAL_FIRE What's a ""climate change woman"" ??"
2021-09-24 05:34:29+00:00,"medusa OUT NOW
https://t.co/mcYy59cloc
#newmusic #newmusicrelease #newmusicalert #climatechange #applemusic #spotify https://t.co/XuxDkQYWSZ"
2021-09-24 05:24:13+00:00,@meatsical @americanamemes Climate change may make this all different but that is not a fun time jokey joke.
2021-09-24 04:40:28+00:00,Here it go again. Stop saying climate change may happen...it already fucking here.  The bells are tolling and no one is taking it seriously. https://t.co/QCLMMMi3BG
2021-09-24 04:28:45+00:00,#ConsumerSolar is under attack by PG&amp;E and other utilities in California. Keeping solar affordable so more people can get it is critical to reducing climate change and pollution across the state. Please sign this petition to Gov. Newsom!https://t.co/UmPKA1OaRC #savecasolar
2021-09-24 03:43:18+00:00,@Thomas_F_McHugh @BigTinyBird @TheTobster111 @myWitsEnnd @rajak101210 @HondoResists @455arf @Kaiya1212 @terrileedee @i_gvf @iambadal @Pleightx @RealTwitish @absurd_dad @thomasholleran @VaderVanella @ResusCGMedia @sddphoto @TwumpFaschion @kimberl57583745 @LeftyVegas @mammaTam55 @smc429 @MapleTommy @NotHoodlum @HamillHimself @PatriciaKellogg @patriottakes @JennAnne10 @CathyGraphics2 @AngelaBelcamino @joncoopertweets @BombshellDAILY @MollyJongFast @gaslitnation @MeidasTouch @catcatdean @DesignationSix @SpockResists @JPditty @JaredPushner @maddogpac It is their solution to climate change.
2021-09-24 02:30:45+00:00,"Yesterday vs today in Los Angeles. That’s all smoke from the Northern CA fires. Climate change is real, &amp; it’s terrifying. https://t.co/pteFta7FXY"
2021-09-23 15:30:52+00:00,"@bluebellyears I'm a climate change imbecile, but I never think about disturbing the peace here in Stink City, Nighrcrawler Los Angeles Californi Yippey Kai-Yey! イッピカイイェy！ https://t.co/koSC7YnW7H"
2021-09-23 01:35:28+00:00,"@monicabyrne13 a beautiful story set in #Belize we travel the #Maya world and raise awareness to #climatechange 
the 2012 timeline of the audiobook is narrated by #Belizean actor @KareemFerguson #TheActualStar @belizemedia @SunupOnseven"
2021-09-22 17:16:18+00:00,"@webdevMason It is a bit exhausting waiting for people to get onboard for things like vaccines, climate change, round earth, Election results… JFK jr being dead"
2021-09-22 00:43:44+00:00,"Joe mansion is tainted, he does not qualify to be in his position because big oil is in his pocket. Joe Manchin is holding back progress for climate changes! @POTUS @CNNOpinion @ABCNewsLive @CNNSitRoom @NBCNightlyNews @colbertlateshow @TheDemocrats @ClimateResolve @UNFCCC"
2021-09-19 18:36:32+00:00,Really hoping the extinction of coffee is the straw that breaks the climate change camels back https://t.co/Ea0AugkNv5
2021-09-19 09:41:09+00:00,@BenjiBacker @Veitch11 ? trump called climate change a chinese hoax and half the country agreed. i don’t think climate denial is in the past 😅
2021-09-19 04:09:56+00:00,@RepAdamSchiff WATER PIPELINE....when will these guys get that without water the place will always be at war. THEY NEED OTHER THINGS TO DO...water is needed first before for EVERYTHING else. Enough of it so you can change the topography and the climate. Ocean water: Caspian to the Arabian.
2021-09-16 17:04:57+00:00,@Highoffdenise_ I’ve been on a steady dose of those lately! Blame it on #climatechange #ClimateCrisis #ActOnClimate
2021-09-16 01:15:02+00:00,"@FlippingMoody How to solve homelessness? Get vaccinated.

How to improve school children's test scores? Get vaccinated.

How to reduce poverty? Get vaccinated.

How to stop climate change? Get vaccinated."
2021-09-15 14:12:25+00:00,"Great! Now every person who pushed this nonsense election on us should pay back the money spent on it, with those funds going towards homelessness, climate change, and Caitlyn Jenner's relocation expenses"
2021-09-14 04:23:43+00:00,"@SethAbramson It’s kind of appropriate, considering that we are dealing with a pandemic, rising fascism, and climate change. Bad video game controllers?"
2021-09-14 00:55:55+00:00,"When you’re thinking about climate change, Africa, 9/11 theories, the existence of God and your anxiety: https://t.co/wfuV6JNVCr"
2021-09-13 22:06:07+00:00,humans will really say anything to avoid taking responsibility for climate change https://t.co/Q0B2S59rBl
2021-09-13 03:43:05+00:00,We knew about #climatechange in 1953 👀 and now we are in a #ClimateCrisis. https://t.co/kCEUdYRxxB
2021-09-12 22:16:01+00:00,"@daveweigel So Rose McGowan, in supporting Elder, is against:
- a woman’s right to choose;
- minimum wage;
- environmental regs;
- unions.
Rose McGowan supports a Trump-loving, choice-destroying, climate change denying opportunist. What a hypocrite. #VoteNoOnTheRecall"
2021-09-12 04:56:32+00:00,"Yes, climate change adaptation will create new jobs for skilled professionals. I discuss this in my 2021 book. Good resilience ideas are public goods that can be tried out in multiple cities.  Such experiments accelerate adaptation.
https://t.co/hruQEnsYwf"
2021-09-11 08:52:28+00:00,"Earth Itself Warming 'Doomsday Glacier' on Top of Climate Change, Causin... https://t.co/65whjX5SZb via @YouTube"
2021-09-10 20:13:58+00:00,For those @NASCAR fans who are worried about climate change just remember there are Snow Mobiles for the incoming Ice Age and Jet Skis for the Global Warming.  Racing will be fine.
2021-09-10 14:23:10+00:00,Until next summer #ClimateChange https://t.co/xTmZ4vyJsU
2021-09-09 17:54:47+00:00,Does anyone know how RECOMMENDED FOR YOU works here on Twitter? Mine are always posts by unvaccinated Trump-loving whackadoodles who think climate change is a hoax. Who runs Twitter? Sally Jessy Raphael?
2021-09-09 16:53:55+00:00,"@ChrisMurphyCT That’s how I feel about voting rights. Only one party believes in climate change so, without solidifying the voting rights of that party, we will never be able to manage the impending crisis."
2021-09-09 04:05:30+00:00,"Biden issues warning on climate change after touring Ida damage https://t.co/ItN8w5RArD via @YouTube ok guys, it was one thing when Disney was acknowledging Climate Change (ABC) but the Pope??!? I really hope people figure it out.☹️"
2021-09-08 15:26:39+00:00,"Thank u to the hundreds of cities around the world who are doing their part to help fight climate change by reducing car trips! We need action now, we don’t have years to wait. We should have shared bikes and scooters in every city. @SecretaryPete #climatechange #replacecartrips https://t.co/Ab29Ar658C"
2021-09-08 05:49:10+00:00,@Chappers2013 Omg! I thought climate change was a hoax.🙄
2021-09-07 23:16:01+00:00,The Biden admin  trying to change the subject from Afghanistan to “climate change”real quick .  Nice try but it won’t work.  We the people aren’t looking the other way .  #AfghanistanBurning #NoOneLeftBehind
2021-09-07 14:49:04+00:00,#ClimateCrisis #ClimateChange #ClimateAction https://t.co/g2OdzQQTTq
2021-09-07 03:19:43+00:00,"How does anyone who cares about climate change participate in this? Truly a ""fuck everyone cuz I got mine"" system. https://t.co/jpR0X36BUs"
2021-09-06 18:55:41+00:00,"@scalzi I noticed they very distinctly did not use phrases like ""climate change"" in that article."
2021-09-05 21:35:23+00:00,"@jswatz Something tells me that’s not an EV truck. Big gas guzzlers = big problems as TX reckons with severe weather &amp; power outages, thanks to human-fueled climate change."
2021-09-05 19:35:31+00:00,Like your story @alexlauer - can u explain how eating 🍖 &amp; dairy would effect Climate change?    Appreciate Fall Foliage While You Can. Climate Change Is Ruining It. https://t.co/tJVDsxKAsb
2021-09-05 02:19:34+00:00,The only way to prepare for extreme weather from climate change is to stop burning fossil fuel.
2021-09-04 02:55:54+00:00,"I’m not anti-vacks, I’m pro-make ur own decision,
I’m not climate change-denying, I’m “allow ppl 2 make their own decisions abt what they drive, etc.”

I’m definitely anti-let big daddy govt make all ur/my decisions 4 me especially while govt breaks their own laws/mandates"
2021-09-03 20:41:12+00:00,"Driven by the desire to make a positive impact, we’re proud to partner with amazing clients like @afspnational to normalize mental health conversations 🗣 @SeventhGen to address climate change 🌎 @budweiserusa to advance diversity in the brewing industry🍺#AllisonPartnersTurns20 https://t.co/bqCvHv6uMY"
2021-09-03 05:39:53+00:00,"Climate change, corrupt politicians, and a pandemic combine to make the future look dark and ominous. Yet, I sit in bed next to an amazing woman who's shares my hopes &amp; fears for the last 41 years. I am fortunate beyond measure. https://t.co/xfsWZfI9qx"
2021-09-03 04:50:05+00:00,We should all play a part in conserving our environment. This is what 🇬🇧 is doing 🔽 #ClimateAction #climatechange #environment  #BuildBackBetter https://t.co/dn1huPzuAK
2021-09-03 04:40:46+00:00,"@Jim_Jordan 🧐Republicans have made it clear over and over again, there in office to STOP 🛑 PROGRESS not help anybody’s PROGRESS but there POLLUTION TYCOON DONORS🤦🏾!! That’s why republicans is so against CLIMATE CHANGE TECHNOLOGY/INNOVATION  meant to keep Americans behind globally🤯!!"
2021-09-03 03:14:43+00:00,Here’s the deal: if we don’t deal with climate change NOW then everyone LOSES THE GAME.
2021-09-03 03:02:50+00:00,It’s so New York that it seems New Yorkers are just discovering climate change because of Ida even tho we’ve been screaming it through the smoke for years.
2021-09-03 02:53:01+00:00,Actually solving climate change is the only way “Why the New York Subway Keeps Flooding—and What to Do About” https://t.co/ksLweEewgc via @GoogleNews
2021-09-02 19:06:16+00:00,"JOSEPH MANCHIN, my city is UNDER water! I REFUSE to allow the “inflation” argument take hold while climate change is CONSTANTLY waving a RED FLAG! Your little bipartisan bill ISNT enough! It’s time to FIGHT for working people, Sen. Manchin! https://t.co/kupxr6Kh1R"
2021-09-02 13:07:21+00:00,"Just a quick rundown, off the top of my head of the unprecedented atmospheric events in the past few months, undoubtedly intensified by human-induced climate change… 🧵"
2021-09-02 05:28:46+00:00,Why Climate Change Denial Still Exists In The U.S. https://t.co/skMfJz3sWY via @YouTube
2021-09-02 05:27:59+00:00,Why Capitalism Can't Handle Climate Change https://t.co/dOywcMG0qT via @YouTube
2021-08-31 06:21:06+00:00,"Earth Itself Warming 'Doomsday Glacier' on Top of Climate Change, Causin... https://t.co/65whjX5SZb via @YouTube"
2021-08-30 21:47:41+00:00,"California SB10 is on its way to the governors desk for a signature. SB10 (and SB9) is a bill to address current problems with homelessness, crime, climate change, and employment."
2021-08-30 21:06:01+00:00,"The most marginalized suffer first.

Brief thread about who's being battered by the hurricane and what they deserve: 

""Show some damn humanity and compassion. Try not to be a hateful person. Climate change is going to affect us all. You just haven't had your turn yet. You will."" https://t.co/AL5m7ZWLfV"
2021-08-30 19:06:21+00:00,"I see so many people who believe in climate change but won’t change how they actually interact with our Earth.

#vroomvroom #zerofossilfueltolorance if you drive a vehicle, you are a contributing factor to pipeline issues &amp; the further destruction of our Earth plus so much more."
2021-08-30 19:01:19+00:00,"The US Department of Health and Human Services to treat climate change as a health issue, sets up separate department- The Office of Climate Change and Health Equity to focus on the impact the warming planet is having on public health. In other news: Republican heads explode. https://t.co/A7oAnRpRQ9"
2021-08-30 15:09:28+00:00,"What is the next best use of the land? What will the farm workers now do? What can achieved with the water that remains? Opportunity cost determines the cost of climate change

https://t.co/wVOxYXkMvh"
2021-08-29 22:26:53+00:00,Black and brown kids care about climate change. This is idiotic. https://t.co/TGpiYheKpC
2021-08-29 13:58:26+00:00,"A good case study that features plenty of adaptation optimism in the last 1/3 of the article. 

This is what New York City will look like after climate change.
https://t.co/DdzxoISojB

via @GoogleNews"
2021-08-28 18:32:07+00:00,"@Schahrzad_b She is just a little angry girl who cares about her, but #climatechange is real !"
2021-08-28 15:05:14+00:00,"In a horrible turn of irony, two dear friends and climate compatriots had to evacuate from climate disasters this week: @amywestervelt from the hell fires ravaging her home in Northern Cali, &amp; @MaryHeglar from our beloved New Orleans. I fucking hate climate change."
2021-08-28 03:16:09+00:00,"#robstory 239/365:🤷🏻‍♂️well hot-vaxxed old guy summer in Hollywood 🤣turned into just hot 🥵 (thx climate change) &amp; vaxxed but masked &amp; distanced😷(thx #DeltaVariant) so it’s time to pack it up &amp; explore Autumn LA🍂thx for Runyon miles, sunshine &amp; city lights 😊✌🏼#nomad #minimalist https://t.co/cJMHWDk7Fx"
2021-08-28 02:08:34+00:00,"@Danny_Funaro Well, Benji is traveling the country trying to find common sense solutions, agreeable, legislative solutions to protect the environment and to end climate change. That’s the difference."
